Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
6,2,13,1,469,19.4,4.3,459.904,30.281,"1,203.387","1,156.469"
6,2,14,2,384,19.4,5,376.772,27.498,999.072,958.287
6,2,15,0,322,19.4,5.7,314.296,25.384,841.797,805.422
6,2,16,0,199,19,5.5,192.826,22.38,523.761,495.478
6,2,17,76,94,18.7,5.4,112.995,20.121,298.078,274.866
6,2,18,8,33,18.3,5.2,31.496,17.757,86.47,67.509
6,2,19,0,0,18.3,4.8,0,18.3,0,0
6,2,20,0,0,18.3,4.5,0,18.3,0,0
6,2,21,0,0,18.3,4.1,0,18.3,0,0
6,2,22,0,0,18.3,3.9,0,18.3,0,0
6,2,23,0,0,18.3,3.8,0,18.3,0,0
6,3,0,0,0,18.3,3.6,0,18.3,0,0
6,3,1,0,0,18.1,3.6,0,18.1,0,0
6,3,2,0,0,18,3.6,0,18,0,0
6,3,3,0,0,17.8,3.6,0,17.8,0,0
6,3,4,0,5,18,3.6,4.872,16.399,13.602,0
6,3,5,3,28,18.1,3.6,26.71,16.992,74.365,55.633
6,3,6,10,127,18.3,3.6,118.998,19.715,325.481,301.683
6,3,7,7,260,18.5,4.1,244.246,23.291,659.859,628.249
6,3,8,1,289,18.7,4.7,274.297,24.172,738.815,705.181
6,3,9,5,340,18.9,5.2,328.926,25.326,881.156,843.703
6,3,10,129,465,19.6,5.7,573.757,30.919,"1,496.342","1,439.836"
6,3,11,398,398,20.4,6.2,797.622,36.059,"2,028.822","1,952.486"
6,3,12,452,355,21.1,6.7,819.881,36.831,"2,077.531","1,999.227"
6,3,13,393,334,20.7,6.4,723.058,35.034,"1,848.171","1,778.911"
6,3,14,471,308,20.4,6,719.643,35.073,"1,836.341","1,767.531"
6,3,15,461,213,20,5.7,540.339,31.401,"1,394.041","1,340.99"
6,3,16,240,190,19.3,5.2,310.846,25.929,812.081,776.508
6,3,17,88,92,18.5,4.6,114.275,20.424,299.296,276.059
6,3,18,0,25,17.8,4.1,23.76,17.001,66.149,47.57
6,3,19,0,0,17.8,4.3,0,17.8,0,0
6,3,20,0,0,17.8,4.4,0,17.8,0,0
6,3,21,0,0,17.8,4.6,0,17.8,0,0
6,3,22,0,0,17.6,3.9,0,17.6,0,0
6,3,23,0,0,17.4,3.3,0,17.4,0,0
6,4,0,0,0,17.2,2.6,0,17.2,0,0
6,4,1,0,0,17.4,2.6,0,17.4,0,0
6,4,2,0,0,17.6,2.6,0,17.6,0,0
6,4,3,0,0,17.8,2.6,0,17.8,0,0
6,4,4,0,5,18,1.7,4.872,15.909,13.632,0
6,4,5,5,35,18.1,0.9,33.414,16.554,93.216,74.127
6,4,6,9,146,18.3,0,134.838,21.85,365.599,340.929
6,4,7,58,184,19.2,1.5,194.867,24.175,518.581,490.42
6,4,8,699,173,20.2,3.1,590.984,35.002,"1,482.219","1,426.196"
6,4,9,909,97,21.1,4.6,807.955,39.993,"2,004.122","1,928.775"
6,4,10,927,100,21.1,5.3,944.245,41.919,"2,329.828","2,240.913"
6,4,11,954,98,21.1,6,"1,036.975",42.561,"2,552.484","2,453.627"
6,4,12,897,83,21.1,6.7,979.039,40.227,"2,438.856","2,345.141"
6,4,13,797,128,20.9,6.5,889.104,38.564,"2,232.678","2,147.931"
6,4,14,794,120,20.8,6.4,799.851,36.748,"2,022.346","1,946.27"
6,4,15,757,116,20.6,6.2,645.936,33.656,"1,642.953","1,581.296"
6,4,16,637,96,19.8,5.9,416.465,28.274,"1,052.277","1,009.939"
6,4,17,498,59,19.1,5.5,196.315,22.772,454.487,427.82
6,4,18,113,29,18.3,5.2,34.045,18.004,81.397,62.532
6,4,19,0,0,17.9,4.5,0,17.9,0,0
6,4,20,0,0,17.6,3.8,0,17.6,0,0
6,4,21,0,0,17.2,3.1,0,17.2,0,0
6,4,22,0,0,17,2.9,0,17,0,0
6,4,23,0,0,16.9,2.8,0,16.9,0,0
6,5,0,0,0,16.7,2.6,0,16.7,0,0
6,5,1,0,0,17.1,3.1,0,17.1,0,0
6,5,2,0,0,17.4,3.6,0,17.4,0,0
6,5,3,0,0,17.8,4.1,0,17.8,0,0
6,5,4,1,6,18,4.1,5.847,16.508,16.314,0
6,5,5,147,54,18.1,4.1,43.542,17.481,120.961,101.341
6,5,6,107,132,18.3,4.1,135.095,20.118,352.16,327.785
6,5,7,439,172,19.4,4.6,332.065,26.034,839.229,802.924
6,5,8,337,231,20.6,5.2,424.39,29.285,"1,101.396","1,057.597"
6,5,9,729,162,21.7,5.7,730.978,36.505,"1,846.271","1,777.083"
6,5,10,709,261,21.7,6,908.768,40.208,"2,262.32","2,176.312"
6,5,11,813,201,21.7,6.4,"1,005.348",41.677,"2,485.875","2,390.049"
6,5,12,751,210,21.7,6.7,966.972,40.555,"2,404.808","2,312.605"
6,5,13,488,330,21.3,6.5,808.715,37.401,"2,042.931","1,966.028"
6,5,14,183,293,21,6.4,450.032,29.989,"1,177.948","1,131.819"
6,5,15,152,207,20.6,6.2,312.453,26.385,828.832,792.809
6,5,16,69,242,20.2,5.5,273.059,25.317,726.328,693.019
6,5,17,258,83,19.8,4.8,152.772,22.485,374.491,349.625
6,5,18,40,30,19.4,4.1,30.734,18.93,80.244,61.401
6,5,19,0,0,19,4.1,0,19,0,0
6,5,20,0,0,18.7,4.1,0,18.7,0,0
6,5,21,0,0,18.3,4.1,0,18.3,0,0
6,5,22,0,0,18.1,3.9,0,18.1,0,0
6,5,23,0,0,18,3.8,0,18,0,0
6,6,0,0,0,17.8,3.6,0,17.8,0,0
6,6,1,0,0,17.6,3.4,0,17.6,0,0
6,6,2,0,0,17.4,3.3,0,17.4,0,0
6,6,3,0,0,17.2,3.1,0,17.2,0,0
6,6,4,0,2,17.2,3.3,1.949,15.445,5.464,0
6,6,5,1,42,17.2,3.4,39.391,16.378,109.978,90.569
6,6,6,2,85,17.2,3.6,80.811,17.624,223.996,202.329
6,6,7,128,218,18.5,3.9,251.619,23.444,666.06,634.293
6,6,8,380,265,19.8,4.3,481.675,30.65,"1,241.939","1,193.813"
6,6,9,442,373,21.1,4.6,707.068,37.394,"1,781.212","1,714.483"
6,6,10,545,352,21.3,5.3,847.558,39.839,"2,114.171","2,034.369"
6,6,11,648,370,21.5,6,"1,014.542",42.34,"2,500.176","2,403.703"
6,6,12,498,321,21.7,6.7,830.838,37.995,"2,093.084","2,014.146"
6,6,13,396,339,21.3,6.2,730.571,36.098,"1,857.577","1,787.956"
6,6,14,572,302,21,5.7,798.7,37.798,"2,010.377","1,934.78"
6,6,15,329,246,20.6,5.2,478.288,31.499,"1,235.547","1,187.623"
6,6,16,444,153,19.8,4.7,378.026,28.292,965.404,925.586
6,6,17,278,95,19.1,4.1,170.32,22.814,418.454,392.606
6,6,18,29,28,18.3,3.6,28.282,17.792,75.118,56.371
6,6,19,0,0,17.9,3.1,0,17.9,0,0
6,6,20,0,0,17.6,2.6,0,17.6,0,0
6,6,21,0,0,17.2,2.1,0,17.2,0,0
6,6,22,0,0,17.2,2.4,0,17.2,0,0
6,6,23,0,0,17.2,2.8,0,17.2,0,0
6,7,0,0,0,17.2,3.1,0,17.2,0,0
6,7,1,0,0,17,2.9,0,17,0,0
6,7,2,0,0,16.9,2.8,0,16.9,0,0
6,7,3,0,0,16.7,2.6,0,16.7,0,0
6,7,4,0,2,17.2,2.6,1.949,15.288,5.468,0
6,7,5,2,34,17.8,2.6,32.453,16.693,90.478,71.441
6,7,6,2,112,18.3,2.6,104.691,19.456,287.877,264.882
6,7,7,152,212,18.7,2.8,255.779,24.4,671.638,639.729
6,7,8,342,332,19,2.9,519.722,32.411,"1,331.47","1,280.476"
6,7,9,645,310,19.4,3.1,805.921,40.857,"1,993.387","1,918.468"
6,7,10,476,399,20.2,4.1,829.556,41.147,"2,055.729","1,978.31"
6,7,11,522,385,20.9,5.2,905.3,41.153,"2,244.521","2,159.271"
6,7,12,570,383,21.7,6.2,964.12,41.246,"2,389.332","2,297.813"
6,7,13,606,314,21.7,5.3,904.121,41.992,"2,231.536","2,146.838"
6,7,14,666,213,21.7,4.5,790.283,41.203,"1,954.687","1,881.298"
6,7,15,618,174,21.7,3.6,611.967,38.126,"1,525.154","1,467.655"
6,7,16,505,125,20.4,3.6,380.05,30.47,956.262,916.704
6,7,17,293,83,19.1,3.6,164.691,22.883,400.823,375.372
6,7,18,16,26,17.8,3.6,25.706,17.194,69.652,51.008
6,7,19,0,0,17.4,2.9,0,17.4,0,0
6,7,20,0,0,17.1,2.2,0,17.1,0,0
6,7,21,0,0,16.7,1.5,0,16.7,0,0
6,7,22,0,0,16.5,2.2,0,16.5,0,0
6,7,23,0,0,16.3,2.9,0,16.3,0,0
6,8,0,0,0,16.1,3.6,0,16.1,0,0
6,8,1,0,0,15.9,3.1,0,15.9,0,0
6,8,2,0,0,15.8,2.6,0,15.8,0,0
6,8,3,0,0,15.6,2.1,0,15.6,0,0
6,8,4,0,0,16,1.4,0,16,0,0
6,8,5,1,39,16.3,0.7,36.886,14.655,103.784,84.493
6,8,6,2,96,16.7,0,90.633,17.817,251.044,228.82
6,8,7,212,268,17.4,1.5,328.219,26.52,851.421,814.784
6,8,8,526,256,18.2,3.1,561.161,32.684,"1,429.029","1,374.809"
6,8,9,762,159,18.9,4.6,752.431,36.427,"1,900.91","1,829.621"
6,8,10,795,167,19.3,4.8,891.526,40.008,"2,221.351","2,137.083"
6,8,11,789,203,19.6,5,982.64,42.152,"2,423.828","2,330.782"
6,8,12,802,164,20,5.2,971.228,42,"2,397.689","2,305.801"
6,8,13,719,223,19.6,5,920.73,40.969,"2,284.299","2,197.35"
6,8,14,512,267,19.3,4.8,713.087,36.38,"1,807.628","1,739.906"
6,8,15,107,293,18.9,4.6,363.754,27.759,960.543,920.863
6,8,16,7,164,18.3,3.9,161.608,21.818,439.574,413.248
6,8,17,119,101,17.8,3.3,131.887,20.064,343.415,319.23
6,8,18,7,24,17.2,2.6,23.341,16.356,64.358,45.813
6,8,19,0,0,16.8,2.4,0,16.8,0,0
6,8,20,0,0,16.5,2.3,0,16.5,0,0
6,8,21,0,0,16.1,2.1,0,16.1,0,0
6,8,22,0,0,16.1,2.3,0,16.1,0,0
6,8,23,0,0,16.1,2.4,0,16.1,0,0
6,9,0,0,0,16.1,2.6,0,16.1,0,0
6,9,1,0,0,16.1,1.7,0,16.1,0,0
6,9,2,0,0,16.1,0.9,0,16.1,0,0
6,9,3,0,0,16.1,0,0,16.1,0,0
6,9,4,0,0,16.3,0.7,0,16.3,0,0
6,9,5,6,30,16.5,1.4,28.626,14.914,80.449,61.602
6,9,6,5,102,16.7,2.1,96.437,17.605,266.874,244.32
6,9,7,255,247,17.4,3.1,325.719,24.782,846.964,810.449
6,9,8,528,272,18.2,4.2,576.725,31.686,"1,476.279","1,420.46"
6,9,9,338,339,18.9,5.2,591.582,31.769,"1,532.463","1,474.709"
6,9,10,534,333,18.9,5,818.096,37.145,"2,068.404","1,990.471"
6,9,11,244,390,18.9,4.8,632.633,33.909,"1,626.323","1,565.263"
6,9,12,122,369,18.9,4.6,492.788,30.573,"1,287.599","1,238.021"
6,9,13,288,383,19.3,4.3,666.276,35.25,"1,701.309","1,637.537"
6,9,14,522,253,19.6,3.9,707.397,37.579,"1,782.446","1,715.671"
6,9,15,661,145,20,3.6,612.6,36.224,"1,540.328","1,482.301"
6,9,16,335,158,19.3,3.8,326.289,27.822,839.02,802.72
6,9,17,121,92,18.5,3.9,123.688,20.937,319.343,295.678
6,9,18,2,10,17.8,4.1,9.641,16.671,26.649,8.801
6,9,19,0,0,17.4,3.9,0,17.4,0,0
6,9,20,0,0,17.1,3.8,0,17.1,0,0
6,9,21,0,0,16.7,3.6,0,16.7,0,0
6,9,22,0,0,16.7,3.1,0,16.7,0,0
6,9,23,0,0,16.7,2.6,0,16.7,0,0
6,10,0,0,0,16.7,2.1,0,16.7,0,0
6,10,1,0,0,16.7,2.1,0,16.7,0,0
6,10,2,0,0,16.7,2.1,0,16.7,0,0
6,10,3,0,0,16.7,2.1,0,16.7,0,0
6,10,4,0,4,17.1,2.4,3.898,15.109,10.945,0
6,10,5,20,35,17.4,2.8,32.888,16.334,91.839,72.776
6,10,6,36,120,17.8,3.1,115.255,19.185,311.408,287.913
6,10,7,298,228,18.5,3.4,325.835,25.744,838.7,802.409
6,10,8,528,203,19.3,3.8,512.402,31.631,"1,309.384","1,259.105"
6,10,9,784,172,20,4.1,781.049,39.01,"1,947.888","1,874.766"
6,10,10,328,384,19.4,3.9,677.168,36.973,"1,713.852","1,649.62"
6,10,11,540,342,18.9,3.8,879.793,41.276,"2,179.903","2,097.378"
6,10,12,12,370,18.3,3.6,371.307,28.99,977.604,937.437
6,10,13,12,331,18.3,4.3,332.813,25.844,889.448,851.765
6,10,14,12,329,18.3,5,330.061,25.033,885.4,847.829
6,10,15,12,235,18.3,5.7,235.756,22.523,639.622,608.519
6,10,16,5,162,18.1,4.8,158.639,20.797,433.688,407.496
6,10,17,4,86,18,4,83.474,18.865,229.807,208.021
6,10,18,1,23,17.8,3.1,22.004,16.78,61.206,42.72
6,10,19,0,0,17.6,3.1,0,17.6,0,0
6,10,20,0,0,17.4,3.1,0,17.4,0,0
6,10,21,0,0,17.2,3.1,0,17.2,0,0
6,10,22,0,0,17.2,3.3,0,17.2,0,0
6,10,23,0,0,17.2,3.4,0,17.2,0,0
6,11,0,0,0,17.2,3.6,0,17.2,0,0
6,11,1,0,0,17.2,3.3,0,17.2,0,0
6,11,2,0,0,17.2,2.9,0,17.2,0,0
6,11,3,0,0,17.2,2.6,0,17.2,0,0
6,11,4,0,4,17.4,2.9,3.898,15.593,10.921,0
6,11,5,1,54,17.6,3.3,49.023,17.048,136.456,116.535
6,11,6,1,139,17.8,3.6,127.531,19.504,350.854,326.507
6,11,7,0,237,18.2,4.5,220.779,22.214,600.151,570.025
6,11,8,1,312,18.5,5.3,295.441,23.997,796.418,761.266
6,11,9,1,382,18.9,6.2,365.479,25.438,978.62,938.424
6,11,10,414,396,19.5,5.9,769.112,34.648,"1,968.971","1,895.019"
6,11,11,628,336,20,5.5,958.088,40.582,"2,382.266","2,291.059"
6,11,12,476,336,20.6,5.2,823.163,39.353,"2,059.658","1,982.079"
6,11,13,546,284,20.4,4.8,816.796,39.595,"2,040.694","1,963.881"
6,11,14,641,238,20.2,4.5,794.871,39.586,"1,982.459","1,907.973"
6,11,15,491,189,20,4.1,538.21,33.955,"1,370.904","1,318.619"
6,11,16,417,156,19.4,3.9,369.256,28.689,942.993,903.811
6,11,17,362,78,18.9,3.8,179.792,22.948,431.346,405.207
6,11,18,45,38,18.3,3.6,38.34,18.09,100.972,81.735
6,11,19,0,0,18.3,3.3,0,18.3,0,0
6,11,20,0,0,18.3,2.9,0,18.3,0,0
6,11,21,0,0,18.3,2.6,0,18.3,0,0
6,11,22,0,0,18.5,2.6,0,18.5,0,0
6,11,23,0,0,18.7,2.6,0,18.7,0,0
6,12,0,0,0,18.9,2.6,0,18.9,0,0
6,12,1,0,0,18.7,2.8,0,18.7,0,0
6,12,2,0,0,18.5,2.9,0,18.5,0,0
6,12,3,0,0,18.3,3.1,0,18.3,0,0
6,12,4,0,4,18.3,3.1,3.898,16.62,10.87,0
6,12,5,5,36,18.3,3.1,34.327,17.34,95.421,76.29
6,12,6,4,101,18.3,3.1,95.361,19.15,262.21,239.753
6,12,7,1,189,18.5,3.4,177.977,21.757,484.714,457.348
6,12,8,6,301,18.7,3.8,288.226,24.925,773.373,738.832
6,12,9,6,361,18.9,4.1,349.385,26.806,929.434,890.635
6,12,10,5,438,19.3,4.5,426.351,28.821,"1,123.428","1,078.965"
6,12,11,290,419,19.6,4.8,705.984,35.343,"1,802.113","1,734.599"
6,12,12,27,408,20,5.2,430.851,29.647,"1,130.808","1,086.121"
6,12,13,78,356,20,5,426.724,29.161,"1,122.506","1,078.071"
6,12,14,6,182,20,4.8,180.441,23.709,487.056,459.636
6,12,15,3,270,20,4.6,264.131,25.159,708.106,675.268
6,12,16,151,215,19.4,4.4,289.673,25.526,764.111,729.815
6,12,17,196,110,18.9,4.3,164.029,22.095,415.9,390.11
6,12,18,94,31,18.3,4.1,34.974,17.947,85.962,67.011
6,12,19,0,0,17.9,3.6,0,17.9,0,0
6,12,20,0,0,17.6,3.1,0,17.6,0,0
6,12,21,0,0,17.2,2.6,0,17.2,0,0
6,12,22,0,0,17.4,2.2,0,17.4,0,0
6,12,23,0,0,17.6,1.9,0,17.6,0,0
6,13,0,0,0,17.8,1.5,0,17.8,0,0
6,13,1,0,0,17.8,1.9,0,17.8,0,0
6,13,2,0,0,17.8,2.2,0,17.8,0,0
6,13,3,0,0,17.8,2.6,0,17.8,0,0
6,13,4,0,2,17.8,3.1,1.949,16.04,5.449,0
6,13,5,2,61,17.8,3.6,54.282,17.408,150.848,130.646
6,13,6,2,108,17.8,4.1,101.151,18.781,278.992,256.184
6,13,7,6,242,17.8,4.5,227.544,21.898,618.775,588.19
6,13,8,1,282,17.8,4.8,267.535,22.991,724.58,691.316
6,13,9,4,328,17.8,5.2,316.438,23.918,853.329,816.64
6,13,10,0,374,18.3,5,359.935,25.668,962.748,923.006
6,13,11,4,401,18.9,4.8,392.352,27.31,"1,041.327",999.311
6,13,12,0,411,19.4,4.6,399.734,28.288,"1,055.993","1,013.546"
6,13,13,1,404,19,5.1,394.59,27.253,"1,047.554","1,005.355"
6,13,14,1,351,18.7,5.7,342.573,25.302,917.882,879.407
6,13,15,0,302,18.3,6.2,293.833,23.481,794.043,758.953
6,13,16,1,180,18.1,5.5,174.291,21.024,476.322,449.151
6,13,17,0,106,18,4.8,101.703,19.22,280.304,257.469
6,13,18,0,29,17.8,4.1,27.483,17.057,76.496,57.723
6,13,19,0,0,17.6,4.3,0,17.6,0,0
6,13,20,0,0,17.4,4.4,0,17.4,0,0
6,13,21,0,0,17.2,4.6,0,17.2,0,0
6,13,22,0,0,17,5.1,0,17,0,0
6,13,23,0,0,16.9,5.7,0,16.9,0,0
6,14,0,0,0,16.7,6.2,0,16.7,0,0
6,14,1,0,0,16.9,5.5,0,16.9,0,0
6,14,2,0,0,17,4.8,0,17,0,0
6,14,3,0,0,17.2,4.1,0,17.2,0,0
6,14,4,3,5,17.2,4.1,4.872,15.645,13.648,0
6,14,5,55,75,17.2,4.1,61.527,17.015,171.284,150.678
6,14,6,346,112,17.2,4.1,151.946,19.476,357.908,333.407
6,14,7,478,203,17.6,4.6,372.473,25.202,945.728,906.469
6,14,8,642,200,17.9,5.2,577.271,29.994,"1,484.441","1,428.343"
6,14,9,383,380,18.3,5.7,663.992,31.974,"1,718.155","1,653.765"
6,14,10,241,338,18.9,5.5,552.68,30.694,"1,442.575","1,387.899"
6,14,11,586,345,19.4,5.4,926.751,39.088,"2,321.806","2,233.24"
6,14,12,429,345,20,5.2,785.131,37.858,"1,979.3","1,904.939"
6,14,13,632,238,19.6,5.2,853.619,38.633,"2,142.986","2,061.996"
6,14,14,240,292,19.3,5.2,503.106,30.848,"1,311.24","1,260.901"
6,14,15,289,217,18.9,5.2,422.329,27.894,"1,110.328","1,066.26"
6,14,16,259,203,18.2,4.8,334.988,25.434,877.893,840.529
6,14,17,216,78,17.4,4.5,138.261,19.978,346.229,321.982
6,14,18,174,29,16.7,4.1,38.031,16.313,85.584,66.64
6,14,19,0,0,16.7,4.1,0,16.7,0,0
6,14,20,0,0,16.7,4.1,0,16.7,0,0
6,14,21,0,0,16.7,4.1,0,16.7,0,0
6,14,22,0,0,16.5,3.6,0,16.5,0,0
6,14,23,0,0,16.3,3.1,0,16.3,0,0
6,15,0,0,0,16.1,2.6,0,16.1,0,0
6,15,1,0,0,16.1,3.1,0,16.1,0,0
6,15,2,0,0,16.1,3.6,0,16.1,0,0
6,15,3,0,0,16.1,4.1,0,16.1,0,0
6,15,4,2,8,16.3,4.3,7.796,14.871,21.913,4.151
6,15,5,18,47,16.5,4.4,42.454,15.857,118.808,99.23
6,15,6,51,113,16.7,4.6,111.693,17.823,300.838,277.569
6,15,7,412,173,17.4,5,319.239,23.355,817.243,781.533
6,15,8,611,196,18.2,5.3,554.412,29.552,"1,428.841","1,374.628"
6,15,9,790,95,18.9,5.7,707.9,33.449,"1,813.576","1,745.629"
6,15,10,902,95,19.3,5.5,911.717,38.78,"2,285.399","2,198.403"
6,15,11,867,94,19.6,5.4,944.229,40.4,"2,349.867","2,260.08"
6,15,12,938,115,20,5.2,"1,050.375",43.621,"2,571.593","2,471.857"
6,15,13,915,111,20,5.2,984.203,42.424,"2,423.583","2,330.548"
6,15,14,898,102,20,5.2,868.072,39.777,"2,161.768","2,079.999"
6,15,15,850,89,20,5.2,684.471,35.544,"1,724.535","1,659.911"
6,15,16,603,104,19.4,4.8,413.034,29.083,"1,043.399","1,001.323"
6,15,17,431,72,18.9,4.5,195.931,23.094,464.646,437.745
6,15,18,17,33,18.3,4.1,32.197,17.973,87.237,68.262
6,15,19,0,0,18.1,3.6,0,18.1,0,0
6,15,20,0,0,18,3.1,0,18,0,0
6,15,21,0,0,17.8,2.6,0,17.8,0,0
6,15,22,0,0,17.8,2.8,0,17.8,0,0
6,15,23,0,0,17.8,2.9,0,17.8,0,0
6,16,0,0,0,17.8,3.1,0,17.8,0,0
6,16,1,0,0,17.6,3.4,0,17.6,0,0
6,16,2,0,0,17.4,3.8,0,17.4,0,0
6,16,3,0,0,17.2,4.1,0,17.2,0,0
6,16,4,0,3,17.2,3.4,2.923,15.495,8.194,0
6,16,5,19,39,17.2,2.8,36.154,16.219,101.012,81.775
6,16,6,31,112,17.2,2.1,107.496,18.499,291.814,268.736
6,16,7,284,202,18.1,2.9,295.856,24.855,762.848,728.584
6,16,8,468,206,19.1,3.8,476.786,30.451,"1,225.921","1,178.3"
6,16,9,839,141,20,4.6,790.871,38.211,"1,979.418","1,905.053"
6,16,10,867,150,20.2,4.6,932.667,42.445,"2,294.987","2,207.579"
6,16,11,886,154,20.4,4.6,"1,020.856",45.002,"2,481.348","2,385.726"
6,16,12,890,153,20.6,4.6,"1,039.938",45.848,"2,516.836","2,419.607"
6,16,13,878,147,20.8,4.8,985.348,44.283,"2,403.359","2,311.221"
6,16,14,841,136,20.9,5,859.031,40.946,"2,126.951","2,046.624"
6,16,15,790,118,21.1,5.2,675.736,36.444,"1,696.243","1,632.656"
6,16,16,690,93,20.2,4.8,445.586,30.616,"1,114.696","1,070.497"
6,16,17,434,69,19.2,4.5,194.166,23.444,458.788,432.022
6,16,18,123,25,18.3,4.1,31.231,17.943,72.003,53.315
6,16,19,0,0,18.1,3.2,0,18.1,0,0
6,16,20,0,0,18,2.4,0,18,0,0
6,16,21,0,0,17.8,1.5,0,17.8,0,0
6,16,22,0,0,17.6,1.9,0,17.6,0,0
6,16,23,0,0,17.4,2.2,0,17.4,0,0
6,17,0,0,0,17.2,2.6,0,17.2,0,0
6,17,1,0,0,17.4,3.1,0,17.4,0,0
6,17,2,0,0,17.6,3.6,0,17.6,0,0
6,17,3,0,0,17.8,4.1,0,17.8,0,0
6,17,4,0,2,17.6,4.1,1.949,15.991,5.451,0
6,17,5,1,29,17.4,4.1,27.665,16.351,77.249,58.462
6,17,6,2,155,17.2,4.1,140.76,19.092,387.825,362.664
6,17,7,302,207,17.8,4.5,307.086,23.908,794.437,759.337
6,17,8,392,218,18.3,4.8,441.995,27.713,"1,153.283","1,107.911"
6,17,9,695,189,18.9,5.2,725.415,34.396,"1,851.242","1,781.864"
6,17,10,699,219,19.5,4.8,854.066,39.301,"2,135.646","2,054.959"
6,17,11,871,108,20,4.5,961.5,43.339,"2,357.215","2,267.106"
6,17,12,865,115,20.6,4.1,977.784,45.427,"2,371.605","2,280.866"
6,17,13,891,112,20.8,4.3,962.793,44.925,"2,340.525","2,251.145"
6,17,14,882,98,20.9,4.4,851.14,42.227,"2,093.419","2,014.468"
6,17,15,794,92,21.1,4.6,649.83,36.99,"1,626.033","1,564.983"
6,17,16,673,75,20.2,4.4,419.007,30.485,"1,047.303","1,005.111"
6,17,17,528,53,19.2,4.3,204.706,23.762,472.43,445.35
6,17,18,181,23,18.3,4.1,33.305,18.027,70.771,52.106
6,17,19,0,0,18.1,3.6,0,18.1,0,0
6,17,20,0,0,18,3.1,0,18,0,0
6,17,21,0,0,17.8,2.6,0,17.8,0,0
6,17,22,0,0,17.8,2.8,0,17.8,0,0
6,17,23,0,0,17.8,2.9,0,17.8,0,0
6,18,0,0,0,17.8,3.1,0,17.8,0,0
6,18,1,0,0,17.6,2.6,0,17.6,0,0
6,18,2,0,0,17.4,2,0,17.4,0,0
6,18,3,0,0,17.2,1.5,0,17.2,0,0
6,18,4,0,2,17.4,1.9,1.949,15.316,5.467,0
6,18,5,1,50,17.6,2.2,45.823,16.827,127.674,107.924
6,18,6,3,135,17.8,2.6,124.323,19.574,341.569,317.424
6,18,7,178,207,19.1,3.1,260.014,24.811,678.422,646.341
6,18,8,737,138,20.4,3.6,575.133,34.332,"1,443.424","1,388.719"
6,18,9,871,117,21.7,4.1,790.319,41.066,"1,949.21","1,876.036"
6,18,10,889,124,22.1,4.3,926.98,44.884,"2,252.401","2,166.817"
6,18,11,901,128,22.4,4.4,"1,010.122",47.242,"2,426.717","2,333.542"
6,18,12,895,127,22.8,4.6,"1,019.435",47.548,"2,445.362","2,351.356"
6,18,13,888,122,22.4,4.4,970.232,46.561,"2,338.62","2,249.322"
6,18,14,861,112,22.1,4.3,848.145,43.517,"2,072.427","1,994.331"
6,18,15,816,98,21.7,4.1,673.925,39.032,"1,669.433","1,606.821"
6,18,16,726,78,20.9,3.8,449.21,32.678,"1,110.776","1,066.694"
6,18,17,559,53,20.2,3.4,213.909,25.618,488.451,460.998
6,18,18,186,26,19.4,3.1,36.217,19.297,77.711,58.916
6,18,19,0,0,19,3.1,0,19,0,0
6,18,20,0,0,18.7,3.1,0,18.7,0,0
6,18,21,0,0,18.3,3.1,0,18.3,0,0
6,18,22,0,0,18.3,2.8,0,18.3,0,0
6,18,23,0,0,18.3,2.4,0,18.3,0,0
6,19,0,0,0,18.3,2.1,0,18.3,0,0
6,19,1,0,0,18.1,1.9,0,18.1,0,0
6,19,2,0,0,18,1.7,0,18,0,0
6,19,3,0,0,17.8,1.5,0,17.8,0,0
6,19,4,12,5,18.7,1.7,4.872,16.704,13.583,0
6,19,5,334,38,19.7,1.9,28.002,18.388,77.47,58.679
6,19,6,621,64,20.6,2.1,153.341,23.363,308.352,284.922
6,19,7,755,89,21.9,3.1,377.305,30.9,902.247,864.209
6,19,8,828,108,23.1,4.2,600.457,37.264,"1,482.613","1,426.578"
6,19,9,869,121,24.4,5.2,792.075,41.741,"1,946.83","1,873.749"
6,19,10,895,129,25,4.8,936.828,46.831,"2,253.341","2,167.717"
6,19,11,904,133,25.5,4.5,"1,017.693",50.254,"2,406.238","2,313.972"
6,19,12,901,132,26.1,4.1,"1,030.309",52.094,"2,412.375","2,319.838"
6,19,13,877,122,25.4,4.1,959.995,49.83,"2,274.385","2,187.861"
6,19,14,744,161,24.6,4.1,803.531,45.231,"1,946.545","1,873.476"
6,19,15,620,165,23.9,4.1,608.43,39.518,"1,506.364","1,449.513"
6,19,16,649,92,22.6,3.6,425.597,33.808,"1,049.453","1,007.198"
6,19,17,408,77,21.3,3.1,194.456,26.323,457.643,430.903
6,19,18,154,26,20,2.6,34.277,19.811,75.913,57.152
6,19,19,0,0,19.4,2.4,0,19.4,0,0
6,19,20,0,0,18.9,2.3,0,18.9,0,0
6,19,21,0,0,18.3,2.1,0,18.3,0,0
6,19,22,0,0,18.3,1.4,0,18.3,0,0
6,19,23,0,0,18.3,0.7,0,18.3,0,0
